questionLink,questionTitle,questionVotes,questionViews,questionAnsCount
https://stackoverflow.com/questions/2321511/what-is-meant-by-resource-acquisition-is-initialization-raii,What is meant by Resource Acquisition is Initialization (RAII)?,370,113k views,10
https://stackoverflow.com/questions/33162152/storage-permission-error-in-marshmallow,Storage permission error in Marshmallow,182,319k views,15
https://stackoverflow.com/questions/25425130/loop-doesnt-see-value-changed-by-other-thread-without-a-print-statement,Loop doesn't see value changed by other thread without a print statement,96,9k views,1
https://stackoverflow.com/questions/1969442/whats-wrong-with-java-date-time-api,What's wrong with Java Date & Time API? [closed],113,31k views,5
https://stackoverflow.com/questions/3906137/why-cant-i-call-read-twice-on-an-open-file,Why can't I call read() twice on an open file?,114,82k views,7
https://stackoverflow.com/questions/35137085/flexbox-code-working-on-all-browsers-except-safari-why,Flexbox code working on all browsers except Safari. Why?,82,99k views,2
https://stackoverflow.com/questions/4178175/what-are-aggregates-and-pods-and-how-why-are-they-special,What are Aggregates and PODs and how/why are they special?,629,174k views,6
https://stackoverflow.com/questions/356950/what-are-c-functors-and-their-uses,What are C++ functors and their uses?,987,530k views,14
https://stackoverflow.com/questions/1060008/is-there-a-way-to-detect-if-a-browser-window-is-not-currently-active,Is there a way to detect if a browser window is not currently active?,681,353k views,22
https://stackoverflow.com/questions/712392/send-email-using-the-gmail-smtp-server-from-a-php-page,Send email using the GMail SMTP server from a PHP page,403,855k views,15
https://stackoverflow.com/questions/307674/how-to-remove-duplicate-values-from-a-multi-dimensional-array-in-php,How to remove duplicate values from a multi-dimensional array in PHP,347,301k views,18
https://stackoverflow.com/questions/9273016/why-is-this-inline-block-element-pushed-downward,Why is this inline-block element pushed downward?,251,160k views,8
https://stackoverflow.com/questions/27721008/how-do-i-deal-with-special-characters-like-in-my-regex,How do I deal with special characters like \^$.?*|+()[{ in my regex?,89,144k views,2
https://stackoverflow.com/questions/10367698/java-multiple-file-transfer-over-socket,Java multiple file transfer over socket,25,33k views,3
https://stackoverflow.com/questions/7273338/how-to-vertically-align-an-image-inside-a-div,How to vertically align an image inside a div,1658,1.9m views,36
https://stackoverflow.com/questions/10123953/how-to-sort-an-object-array-by-date-property,How to sort an object array by date property?,986,1.1m views,22
https://stackoverflow.com/questions/4732544/why-are-only-final-variables-accessible-in-anonymous-class,Why are only final variables accessible in anonymous class?,374,122k views,15
https://stackoverflow.com/questions/14468659/jquery-mobile-document-ready-vs-page-events,jQuery Mobile: document ready vs. page events,272,157k views,5
https://stackoverflow.com/questions/4643074/why-do-i-have-to-access-template-base-class-members-through-the-this-pointer,Why do I have to access template base class members through the this pointer?,232,28k views,3
https://stackoverflow.com/questions/484635/are-global-variables-bad,Are global variables bad? [closed],284,146k views,28
https://stackoverflow.com/questions/45621722/im-getting-an-indentationerror-how-do-i-fix-it,I'm getting an IndentationError. How do I fix it?,47,53k views,4
https://stackoverflow.com/questions/46898/how-do-i-efficiently-iterate-over-each-entry-in-a-java-map,How do I efficiently iterate over each entry in a Java Map?,3709,2.9m views,46
https://stackoverflow.com/questions/1083701/how-can-i-check-for-an-active-internet-connection-on-ios-or-macos,How can I check for an active Internet connection on iOS or macOS?,1374,488k views,46
https://stackoverflow.com/questions/600079/how-do-i-clone-a-subdirectory-only-of-a-git-repository,How do I clone a subdirectory only of a Git repository?,1703,1.1m views,22
https://stackoverflow.com/questions/371328/why-is-it-important-to-override-gethashcode-when-equals-method-is-overridden,Why is it important to override GetHashCode when Equals method is overridden?,1584,421k views,15
https://stackoverflow.com/questions/202011/encrypt-and-decrypt-a-string-in-c,Encrypt and decrypt a string in C#? [closed],730,764k views,29
https://stackoverflow.com/questions/1912434/how-to-parse-xml-and-count-instances-of-a-particular-node-attribute,How to parse XML and count instances of a particular node attribute?,1112,1.5m views,18
https://stackoverflow.com/questions/364253/how-to-deserialize-xml-document,How to Deserialize XML document,514,748k views,17
https://stackoverflow.com/questions/13944956/the-mysql-extension-is-deprecated-and-will-be-removed-in-the-future-use-mysqli,The mysql extension is deprecated and will be removed in the future: use mysqli or PDO instead [duplicate],168,391k views,1
https://stackoverflow.com/questions/20705399/warning-preg-replace-unknown-modifier,Warning: preg_replace(): Unknown modifier,60,49k views,3
https://stackoverflow.com/questions/18994685/how-to-handle-both-a-single-item-and-an-array-for-the-same-property-using-json-n,How to handle both a single item and an array for the same property using JSON.net,127,49k views,8
https://stackoverflow.com/questions/1665533/communicate-between-two-windows-forms-in-c-sharp,Communicate between two windows forms in C#,45,81k views,12
https://stackoverflow.com/questions/12136948/why-does-shell-ignore-quoting-characters-in-arguments-passed-to-it-through-varia,Why does shell ignore quoting characters in arguments passed to it through variables? [duplicate],42,10k views,3
https://stackoverflow.com/questions/5082452/string-formatting-vs-format-vs-f-string-literal,String formatting: % vs. .format vs. f-string literal,1416,1.0m views,16
https://stackoverflow.com/questions/4757565/what-are-forward-declarations-in-c,What are forward declarations in C++?,258,308k views,8
https://stackoverflow.com/questions/799584/what-makes-a-sql-statement-sargable,What makes a SQL statement sargable?,271,83k views,4
https://stackoverflow.com/questions/133601/can-regular-expressions-be-used-to-match-nested-patterns,Can regular expressions be used to match nested patterns? [duplicate],237,129k views,11
https://stackoverflow.com/questions/11562656/calculate-the-mean-by-group,Calculate the mean by group,84,180k views,8
https://stackoverflow.com/questions/1847789/segmentation-fault-on-large-array-sizes,Segmentation fault on large array sizes,130,118k views,7
https://stackoverflow.com/questions/2003505/how-do-i-delete-a-git-branch-locally-and-remotely,How do I delete a Git branch locally and remotely?,18887,9.6m views,41
https://stackoverflow.com/questions/1139762/ignore-files-that-have-already-been-committed-to-a-git-repository,Ignore files that have already been committed to a Git repository [duplicate],2678,801k views,21
https://stackoverflow.com/questions/2334712/how-do-i-update-from-a-select-in-sql-server,How do I UPDATE from a SELECT in SQL Server?,4031,4.8m views,36
https://stackoverflow.com/questions/391979/how-to-get-clients-ip-address-using-javascript,How to get client's IP address using JavaScript?,560,1.5m views,48
https://stackoverflow.com/questions/455612/limiting-floats-to-two-decimal-points,Limiting floats to two decimal points,2063,4.4m views,31
https://stackoverflow.com/questions/985431/max-parallel-http-connections-in-a-browser,Max parallel HTTP connections in a browser?,534,411k views,11
https://stackoverflow.com/questions/2161054/where-to-place-and-how-to-read-configuration-resource-files-in-servlet-based-app,Where to place and how to read configuration resource files in servlet based application?,228,268k views,6
https://stackoverflow.com/questions/1267283/how-can-i-pad-a-value-with-leading-zeros,How can I pad a value with leading zeros?,495,276k views,76
https://stackoverflow.com/questions/4255472/javascript-object-access-variable-property-by-name-as-string,JavaScript object: access variable property by name as string [duplicate],450,536k views,3
https://stackoverflow.com/questions/33666617/what-is-the-best-way-to-set-a-register-to-zero-in-x86-assembly-xor-mov-or-and,"What is the best way to set a register to zero in x86 assembly: xor, mov or and?",154,66k views,1
https://stackoverflow.com/questions/860966/calculate-a-running-total-in-sql-server,Calculate a Running Total in SQL Server,176,286k views,15
https://stackoverflow.com/questions/24558328/select-the-row-with-the-maximum-value-in-each-group,Select the row with the maximum value in each group,126,146k views,17
https://stackoverflow.com/questions/10990137/pygame-mouse-clicking-detection,Pygame mouse clicking detection,33,167k views,4
https://stackoverflow.com/questions/1566595/can-i-use-multiple-versions-of-jquery-on-the-same-page,Can I use multiple versions of jQuery on the same page?,456,308k views,8
https://stackoverflow.com/questions/12680754/split-explode-pandas-dataframe-string-entry-to-separate-rows,Split (explode) pandas dataframe string entry to separate rows,300,282k views,26
https://stackoverflow.com/questions/197769/when-is-javascripts-eval-not-evil,When is JavaScript's eval() not evil?,287,101k views,26
https://stackoverflow.com/questions/50374908/transform-union-type-to-intersection-type,Transform union type to intersection type,119,26k views,3
https://stackoverflow.com/questions/13591983/onclick-or-inline-script-isnt-working-in-extension,onclick or inline script isn't working in extension,80,116k views,5
https://stackoverflow.com/questions/23429203/weird-behavior-with-objects-console-log,Weird behavior with objects & console.log [duplicate],115,66k views,2
https://stackoverflow.com/questions/10851273/why-does-integer-division-in-c-sharp-return-an-integer-and-not-a-float,Why does integer division in C# return an integer and not a float?,157,224k views,8
https://stackoverflow.com/questions/271526/avoiding-nullpointerexception-in-java,Avoiding NullPointerException in Java,4271,1.4m views,65
https://stackoverflow.com/questions/359424/detach-move-subdirectory-into-separate-git-repository,Detach (move) subdirectory into separate Git repository,1884,290k views,26
https://stackoverflow.com/questions/761194/interface-vs-abstract-class-general-oo,Interface vs Abstract Class (general OO),1496,742k views,35
https://stackoverflow.com/questions/333664/how-do-i-implement-basic-long-polling,"How do I implement basic ""Long Polling""?",797,304k views,17
https://stackoverflow.com/questions/1091945/what-characters-do-i-need-to-escape-in-xml-documents,What characters do I need to escape in XML documents?,1021,1.1m views,10
https://stackoverflow.com/questions/247483/http-get-request-in-javascript,HTTP GET request in JavaScript?,970,2.2m views,30
https://stackoverflow.com/questions/6605640/javascript-by-reference-vs-by-value,JavaScript by reference vs. by value [duplicate],406,323k views,4
https://stackoverflow.com/questions/127803/how-do-i-parse-an-iso-8601-formatted-date,How do I parse an ISO 8601-formatted date?,794,565k views,28
https://stackoverflow.com/questions/3323001/what-is-the-maximum-recursion-depth-in-python-and-how-to-increase-it,"What is the maximum recursion depth in Python, and how to increase it?",589,735k views,19
https://stackoverflow.com/questions/272900/undefined-reference-to-static-class-member,Undefined reference to static class member,210,118k views,9
https://stackoverflow.com/questions/628526/is-short-circuiting-logical-operators-mandated-and-evaluation-order,Is short-circuiting logical operators mandated? And evaluation order?,162,36k views,7
https://stackoverflow.com/questions/10257301/accessing-console-and-devtools-of-extensions-background-js,Accessing console and devtools of extension's background.js,213,108k views,8
https://stackoverflow.com/questions/9189172/why-doesnt-calling-a-string-method-do-anything-unless-its-output-is-assigned,Why doesn't calling a string method do anything unless its output is assigned?,145,103k views,3
https://stackoverflow.com/questions/16056591/font-scaling-based-on-width-of-container,Font scaling based on width of container,1491,1.7m views,37
https://stackoverflow.com/questions/2641347/short-circuit-array-foreach-like-calling-break,Short circuit Array.forEach like calling break,1970,1.5m views,28
https://stackoverflow.com/questions/9109438/how-to-use-an-existing-database-with-an-android-application,How to use an existing database with an Android application [duplicate],332,221k views,5
https://stackoverflow.com/questions/3224834/get-difference-between-2-dates-in-javascript,Get difference between 2 dates in JavaScript? [duplicate],725,1.1m views,6
https://stackoverflow.com/questions/273238/how-to-use-group-by-to-concatenate-strings-in-sql-server,How to use GROUP BY to concatenate strings in SQL Server?,436,677k views,22
https://stackoverflow.com/questions/18866571/receive-json-post-with-php,Receive JSON POST with PHP,377,556k views,11
https://stackoverflow.com/questions/2371118/how-do-the-post-increment-i-and-pre-increment-i-operators-work-in-java,How do the post increment (i++) and pre increment (++i) operators work in Java?,119,375k views,14
https://stackoverflow.com/questions/57330766/why-does-my-function-that-calls-an-api-return-an-empty-or-null-value,Why does my function that calls an API return an empty or null value?,19,4k views,4
https://stackoverflow.com/questions/27581/what-issues-should-be-considered-when-overriding-equals-and-hashcode-in-java,What issues should be considered when overriding equals and hashCode in Java?,617,594k views,11
https://stackoverflow.com/questions/8228281/what-is-the-function-construct-in-javascript,What is the (function() { } )() construct in JavaScript?,894,351k views,29
https://stackoverflow.com/questions/9605913/how-do-i-parse-json-in-android,How do I parse JSON in Android? [duplicate],166,548k views,3
https://stackoverflow.com/questions/400212/how-do-i-copy-to-the-clipboard-in-javascript,How do I copy to the clipboard in JavaScript?,4010,2.4m views,67
https://stackoverflow.com/questions/79461/how-can-i-vertically-align-elements-in-a-div,How can I vertically align elements in a div?,960,1.7m views,28
https://stackoverflow.com/questions/11227809/why-is-processing-a-sorted-array-faster-than-processing-an-unsorted-array,Why is processing a sorted array faster than processing an unsorted array?,26174,1.7m views,28
https://stackoverflow.com/questions/661561/how-do-i-update-the-gui-from-another-thread,How do I update the GUI from another thread?,1524,762k views,47
https://stackoverflow.com/questions/17499013/how-do-i-make-a-list-of-data-frames,How do I make a list of data frames?,231,305k views,9
https://stackoverflow.com/questions/164194/why-do-i-get-a-segmentation-fault-when-writing-to-a-char-s-initialized-with-a,"Why do I get a segmentation fault when writing to a ""char *s"" initialized with a string literal, but not ""char s[]""?",318,89k views,19
https://stackoverflow.com/questions/417142/what-is-the-maximum-length-of-a-url-in-different-browsers,What is the maximum length of a URL in different browsers?,5332,1.5m views,17
https://stackoverflow.com/questions/613183/how-do-i-sort-a-dictionary-by-value,How do I sort a dictionary by value?,3417,4.1m views,34
https://stackoverflow.com/questions/396145/how-can-i-vertically-center-a-div-element-for-all-browsers-using-css,How can I vertically center a div element for all browsers using CSS?,1541,1.7m views,47
https://stackoverflow.com/questions/4935632/parse-json-in-javascript,Parse JSON in JavaScript? [duplicate],1731,2.0m views,16
https://stackoverflow.com/questions/802854/why-is-document-write-considered-a-bad-practice,"Why is document.write considered a ""bad practice""?",379,202k views,17
https://stackoverflow.com/questions/54459701/what-is-selenium-and-what-is-webdriver,What Is Selenium And What Is WebDriver?,14,13k views,5
https://stackoverflow.com/questions/762011/whats-the-difference-between-using-let-and-var,"What's the difference between using ""let"" and ""var""?",5588,1.8m views,39
https://stackoverflow.com/questions/123559/how-to-validate-phone-numbers-using-regex,How to validate phone numbers using regex,1000,1.1m views,42
https://stackoverflow.com/questions/231767/what-does-the-yield-keyword-do,"What does the ""yield"" keyword do?",11809,2.8m views,47
https://stackoverflow.com/questions/1101750/tkinter-attributeerror-nonetype-object-has-no-attribute-attribute-name,Tkinter: AttributeError: NoneType object has no attribute <attribute name>,69,111k views,4
https://stackoverflow.com/questions/4216745/java-string-to-date-conversion,Java string to date conversion,967,2.2m views,17
https://stackoverflow.com/questions/10404348/sql-server-dynamic-pivot-query,SQL Server dynamic PIVOT query?,233,285k views,8
https://stackoverflow.com/questions/5804256/image-inside-div-has-extra-space-below-the-image,Image inside div has extra space below the image,625,196k views,10
https://stackoverflow.com/questions/34413/why-am-i-getting-a-noclassdeffounderror-in-java,Why am I getting a NoClassDefFoundError in Java?,614,900k views,30
https://stackoverflow.com/questions/14187963/passing-parameters-javafx-fxml,Passing Parameters JavaFX FXML,216,208k views,10
https://stackoverflow.com/questions/684672/how-do-i-loop-through-or-enumerate-a-javascript-object,How do I loop through or enumerate a JavaScript object?,3314,2.4m views,42
https://stackoverflow.com/questions/57483/what-are-the-differences-between-a-pointer-variable-and-a-reference-variable-in,What are the differences between a pointer variable and a reference variable in C++?,3639,1.1m views,42
https://stackoverflow.com/questions/194852/how-to-concatenate-text-from-multiple-rows-into-a-single-text-string-in-sql-serv,How to concatenate text from multiple rows into a single text string in SQL Server,2190,2.8m views,47
https://stackoverflow.com/questions/5545649/can-i-combine-nth-child-or-nth-of-type-with-an-arbitrary-selector,Can I combine :nth-child() or :nth-of-type() with an arbitrary selector?,135,38k views,8
https://stackoverflow.com/questions/492994/compare-two-dates-with-javascript,Compare two dates with JavaScript,2426,2.8m views,42
https://stackoverflow.com/questions/406230/regular-expression-to-match-a-line-that-doesnt-contain-a-word,Regular expression to match a line that doesn't contain a word,4869,4.2m views,31
https://stackoverflow.com/questions/18093928/what-does-could-not-find-or-load-main-class-mean,"What does ""Could not find or load main class"" mean?",1678,3.6m views,59
https://stackoverflow.com/questions/2839321/connect-java-to-a-mysql-database,Connect Java to a MySQL database,340,678k views,14
https://stackoverflow.com/questions/3088059/xcode-how-to-fix-nsunknownkeyexception-reason-this-class-is-not-key-valu,"Xcode - How to fix 'NSUnknownKeyException', reason: … this class is not key value coding-compliant for the key X"" error?",1269,960k views,74
https://stackoverflow.com/questions/44377343/css-only-masonry-layout,CSS-only masonry layout,185,44k views,4
https://stackoverflow.com/questions/950087/how-do-i-include-a-javascript-file-in-another-javascript-file,How do I include a JavaScript file in another JavaScript file?,5877,3.8m views,67
https://stackoverflow.com/questions/477572/strange-outofmemory-issue-while-loading-an-image-to-a-bitmap-object,Strange OutOfMemory issue while loading an image to a Bitmap object,1364,637k views,44
https://stackoverflow.com/questions/153724/how-to-round-a-number-to-n-decimal-places-in-java,How to round a number to n decimal places in Java,1393,1.9m views,37
https://stackoverflow.com/questions/574594/how-can-i-create-an-executable-jar-with-dependencies-using-maven,How can I create an executable JAR with dependencies using Maven?,2697,1.6m views,32
https://stackoverflow.com/questions/9329446/for-each-over-an-array-in-javascript,For-each over an array in JavaScript,5267,4.8m views,41
https://stackoverflow.com/questions/3748/storing-images-in-db-yea-or-nay,Storing Images in DB - Yea or Nay?,415,729k views,56
https://stackoverflow.com/questions/2793150/how-to-use-java-net-urlconnection-to-fire-and-handle-http-requests,How to use java.net.URLConnection to fire and handle HTTP requests,2056,1.1m views,12
https://stackoverflow.com/questions/3512471/what-is-a-non-capturing-group-in-regular-expressions,What is a non-capturing group in regular expressions?,2148,945k views,18
https://stackoverflow.com/questions/119123/why-isnt-sizeof-for-a-struct-equal-to-the-sum-of-sizeof-of-each-member,Why isn't sizeof for a struct equal to the sum of sizeof of each member?,787,244k views,12
https://stackoverflow.com/questions/373419/whats-the-difference-between-passing-by-reference-vs-passing-by-value,What's the difference between passing by reference vs. passing by value?,640,788k views,18
https://stackoverflow.com/questions/1711990/what-is-this-weird-colon-member-syntax-in-the-constructor,"What is this weird colon-member ("" : "") syntax in the constructor?",393,119k views,13
https://stackoverflow.com/questions/2274242/how-to-use-a-variable-for-a-key-in-a-javascript-object-literal,How to use a variable for a key in a JavaScript object literal?,527,254k views,16
https://stackoverflow.com/questions/4795385/how-do-you-use-bcrypt-for-hashing-passwords-in-php,How do you use bcrypt for hashing passwords in PHP?,1313,443k views,11
https://stackoverflow.com/questions/14038589/what-is-the-canonical-way-to-check-for-errors-using-the-cuda-runtime-api,What is the canonical way to check for errors using the CUDA runtime API?,282,125k views,4
https://stackoverflow.com/questions/541966/how-to-lazy-load-images-in-listview-in-android,How to lazy load images in ListView in Android,2035,566k views,41
https://stackoverflow.com/questions/1568091/why-use-getters-and-setters-accessors,Why use getters and setters/accessors?,1730,461k views,41
https://stackoverflow.com/questions/158706/how-do-i-properly-clean-up-excel-interop-objects,How do I properly clean up Excel interop objects?,787,331k views,43
https://stackoverflow.com/questions/1777556/alternatives-to-gprof,Alternatives to gprof [closed],170,76k views,7
https://stackoverflow.com/questions/36239705/serialize-and-deserialize-json-and-json-array-in-unity,Serialize and Deserialize Json and Json Array in Unity,128,215k views,9
https://stackoverflow.com/questions/4526273/what-does-enctype-multipart-form-data-mean,What does enctype='multipart/form-data' mean?,1685,1.4m views,10
https://stackoverflow.com/questions/2265503/why-do-i-need-to-override-the-equals-and-hashcode-methods-in-java,Why do I need to override the equals and hashCode methods in Java?,472,538k views,31
https://stackoverflow.com/questions/3579079/how-can-you-represent-inheritance-in-a-database,How can you represent inheritance in a database?,290,128k views,7
https://stackoverflow.com/questions/8336858/how-can-i-combine-two-strings-together-in-php,How can I combine two strings together in PHP?,171,592k views,17
https://stackoverflow.com/questions/19158339/why-are-global-variables-evil,Why are global variables evil? [closed],151,97k views,4
https://stackoverflow.com/questions/686439/why-is-24-0000-not-equal-to-24-0000-in-matlab,Why is 24.0000 not equal to 24.0000 in MATLAB?,69,24k views,6
https://stackoverflow.com/questions/10175812/how-to-generate-a-self-signed-ssl-certificate-using-openssl,How to generate a self-signed SSL certificate using OpenSSL?,1674,2.3m views,18
https://stackoverflow.com/questions/149055/how-to-format-numbers-as-currency-strings,How to format numbers as currency strings,2227,2.4m views,69
https://stackoverflow.com/questions/123999/how-can-i-tell-if-a-dom-element-is-visible-in-the-current-viewport,How can I tell if a DOM element is visible in the current viewport?,1138,670k views,30
https://stackoverflow.com/questions/2722159/how-to-filter-object-array-based-on-attributes,How to filter object array based on attributes?,600,1.1m views,16
https://stackoverflow.com/questions/2129693/using-limit-within-group-by-to-get-n-results-per-group,Using LIMIT within GROUP BY to get N results per group?,464,449k views,13
https://stackoverflow.com/questions/779379/why-is-settimeoutfn-0-sometimes-useful,"Why is setTimeout(fn, 0) sometimes useful?",992,320k views,19
https://stackoverflow.com/questions/920353/can-i-bind-an-array-to-an-in-condition,Can I bind an array to an IN() condition?,603,230k views,22
https://stackoverflow.com/questions/3066590/gui-not-working-after-rewriting-to-mvc,GUI not working after rewriting to MVC,129,45k views,2
https://stackoverflow.com/questions/7505808/why-do-we-always-prefer-using-parameters-in-sql-statements,Why do we always prefer using parameters in SQL statements?,118,147k views,7
https://stackoverflow.com/questions/14376473/what-are-good-ways-to-prevent-sql-injection,What are good ways to prevent SQL injection? [duplicate],53,127k views,4
https://stackoverflow.com/questions/47993443/selenium-selenium-common-exceptions-nosuchelementexception-when-using-chrome,"Selenium ""selenium.common.exceptions.NoSuchElementException"" when using Chrome",13,9k views,1
https://stackoverflow.com/questions/5863870/how-should-a-model-be-structured-in-mvc,How should a model be structured in MVC? [closed],564,192k views,5
https://stackoverflow.com/questions/257288/templated-check-for-the-existence-of-a-class-member-function,Templated check for the existence of a class member function?,568,196k views,33
https://stackoverflow.com/questions/31915018/re-findall-behaves-weird,re.findall behaves weird,27,5k views,3
https://stackoverflow.com/questions/85190/how-does-the-java-for-each-loop-work,How does the Java 'for each' loop work?,1630,2.8m views,28
https://stackoverflow.com/questions/364952/jquery-javascript-accessing-contents-of-an-iframe,jQuery/JavaScript: accessing contents of an iframe,834,713k views,15
https://stackoverflow.com/questions/701166/can-you-provide-some-examples-of-why-it-is-hard-to-parse-xml-and-html-with-a-reg,Can you provide some examples of why it is hard to parse XML and HTML with a regex? [closed],411,47k views,12
https://stackoverflow.com/questions/61531317/how-do-i-determine-the-correct-path-for-fxml-files-css-files-images-and-other,"How do I determine the correct path for FXML files, CSS files, Images, and other resources needed by my JavaFX Application?",20,6k views,1
https://stackoverflow.com/questions/21122540/input-error-nameerror-name-is-not-defined,input() error - NameError: name '...' is not defined,256,834k views,15
https://stackoverflow.com/questions/436411/where-should-i-put-script-tags-in-html-markup,Where should I put <script> tags in HTML markup?,1719,684k views,19
https://stackoverflow.com/questions/926266/performance-optimization-strategies-of-last-resort,Performance optimization strategies of last resort [closed],623,84k views,34
https://stackoverflow.com/questions/8567114/how-can-i-make-an-ajax-call-without-jquery,How can I make an AJAX call without jQuery?,877,814k views,24
https://stackoverflow.com/questions/4383571/importing-files-from-different-folder,Importing files from different folder,2026,2.4m views,33
https://stackoverflow.com/questions/2268104/command-not-found-error-in-bash-variable-assignment,Command not found error in Bash variable assignment,632,389k views,5
https://stackoverflow.com/questions/34480760/is-it-possible-for-flex-items-to-align-tightly-to-the-items-above-them,Is it possible for flex items to align tightly to the items above them?,79,25k views,5
https://stackoverflow.com/questions/34366305/the-viewdata-item-that-has-the-key-xxx-is-of-type-system-int32-but-must-be-o,The ViewData item that has the key 'XXX' is of type 'System.Int32' but must be of type 'IEnumerable<SelectListItem>',125,53k views,6
https://stackoverflow.com/questions/37406353/make-container-shrink-to-fit-child-elements-as-they-wrap,Make container shrink-to-fit child elements as they wrap,61,22k views,4
https://stackoverflow.com/questions/549/the-definitive-guide-to-form-based-website-authentication,The definitive guide to form-based website authentication [closed],5522,644k views,11
https://stackoverflow.com/questions/840501/how-do-function-pointers-in-c-work,How do function pointers in C work?,1389,896k views,11
https://stackoverflow.com/questions/582336/how-can-you-profile-a-python-script,How can you profile a Python script?,1508,674k views,31
https://stackoverflow.com/questions/15931607/convert-rows-to-columns-using-pivot-in-sql-server,Convert Rows to columns using 'Pivot' in SQL Server,311,955k views,9
https://stackoverflow.com/questions/36325212/dynamic-tabs-with-user-click-chosen-components,Dynamic tabs with user-click chosen components,234,164k views,3
https://stackoverflow.com/questions/40373595/the-model-item-passed-into-the-dictionary-is-of-type-but-this-dictionary-requ,The model item passed into the dictionary is of type .. but this dictionary requires a model item of type,96,124k views,6
https://stackoverflow.com/questions/1187518/how-to-get-the-difference-between-two-arrays-in-javascript,How to get the difference between two arrays in JavaScript?,1073,871k views,79
https://stackoverflow.com/questions/936687/how-do-i-declare-a-2d-array-in-c-using-new,How do I declare a 2d array in C++ using new?,604,1.1m views,26
https://stackoverflow.com/questions/1424510/my-attempt-at-value-initialization-is-interpreted-as-a-function-declaration-and,"My attempt at value initialization is interpreted as a function declaration, and why doesn't A a(()); solve it?",161,19k views,5
https://stackoverflow.com/questions/332030/when-should-static-cast-dynamic-cast-const-cast-and-reinterpret-cast-be-used,"When should static_cast, dynamic_cast, const_cast and reinterpret_cast be used?",2840,651k views,9
https://stackoverflow.com/questions/5725296/difference-between-sh-and-bash,Difference between sh and Bash,1633,673k views,12
https://stackoverflow.com/questions/464864/how-to-get-all-possible-combinations-of-a-list-s-elements,How to get all possible combinations of a list’s elements?,585,992k views,29
https://stackoverflow.com/questions/3583724/how-do-i-add-a-delay-in-a-javascript-loop,How do I add a delay in a JavaScript loop?,439,610k views,34
https://stackoverflow.com/questions/5117127/use-dynamic-variable-names-in-javascript,Use dynamic variable names in JavaScript,389,613k views,17
https://stackoverflow.com/questions/12475850/sql-query-return-data-from-multiple-tables,SQL query return data from multiple tables,457,904k views,6
https://stackoverflow.com/questions/203090/how-do-i-get-current-date-time-on-the-windows-command-line-in-a-suitable-format,How do I get current date/time on the Windows command line in a suitable format for usage in a file/folder name?,587,1.5m views,30
https://stackoverflow.com/questions/8802157/how-to-use-localbroadcastmanager,How to use LocalBroadcastManager?,470,256k views,13
https://stackoverflow.com/questions/30076219/does-es6-introduce-a-well-defined-order-of-enumeration-for-object-properties,Does ES6 introduce a well-defined order of enumeration for object properties?,84,24k views,3
https://stackoverflow.com/questions/6242955/converting-year-and-month-yyyy-mm-format-to-a-date,"Converting year and month (""yyyy-mm"" format) to a date?",101,169k views,7
https://stackoverflow.com/questions/134494/is-there-any-difference-between-valid-xml-and-well-formed-xml,Is there any difference between 'valid xml' and 'well formed xml'?,86,68k views,13
https://stackoverflow.com/questions/5343068/is-there-a-way-to-cache-https-credentials-for-pushing-commits,Is there a way to cache https credentials for pushing commits?,2009,1.1m views,24
https://stackoverflow.com/questions/901712/how-do-i-check-whether-a-checkbox-is-checked-in-jquery,How do I check whether a checkbox is checked in jQuery?,4967,4.5m views,67
https://stackoverflow.com/questions/31044/is-there-an-exists-function-for-jquery,"Is there an ""exists"" function for jQuery?",2991,824k views,46
https://stackoverflow.com/questions/548541/insert-ignore-vs-insert-on-duplicate-key-update,"""INSERT IGNORE"" vs ""INSERT ... ON DUPLICATE KEY UPDATE""",899,947k views,12
https://stackoverflow.com/questions/4205181/insert-into-a-mysql-table-or-update-if-exists,Insert into a MySQL table or update if exists,1033,1.0m views,11
https://stackoverflow.com/questions/129389/how-do-you-do-a-deep-copy-of-an-object-in-net,How do you do a deep copy of an object in .NET? [duplicate],651,553k views,10
https://stackoverflow.com/questions/554063/how-do-i-print-a-double-value-with-full-precision-using-cout,How do I print a double value with full precision using cout?,399,573k views,16
https://stackoverflow.com/questions/3404301/whats-wrong-with-overridable-method-calls-in-constructors,What's wrong with overridable method calls in constructors?,393,133k views,8
https://stackoverflow.com/questions/10380312/loop-through-files-in-a-folder-using-vba,Loop through files in a folder using VBA?,257,710k views,6
https://stackoverflow.com/questions/8548030/why-does-pip-install-inside-python-raise-a-syntaxerror,"Why does ""pip install"" inside Python raise a SyntaxError?",275,848k views,8
https://stackoverflow.com/questions/14496531/adding-two-numbers-concatenates-them-instead-of-calculating-the-sum,Adding two numbers concatenates them instead of calculating the sum,232,654k views,24
https://stackoverflow.com/questions/9961563/how-can-i-make-a-sprite-move-when-key-is-held-down,How can I make a sprite move when key is held down,15,42k views,5
https://stackoverflow.com/questions/4366730/how-do-i-check-if-a-string-contains-a-specific-word,How do I check if a string contains a specific word?,2660,6.0m views,36
https://stackoverflow.com/questions/3755606/what-does-the-exclamation-mark-do-before-the-function,What does the exclamation mark do before the function?,1374,206k views,8
https://stackoverflow.com/questions/3277367/how-does-pythons-super-work-with-multiple-inheritance,How does Python's super() work with multiple inheritance?,1125,455k views,18
